-0.56196	-0.01777	0.88723
-0.06825	0.06681	0.99813
-1.86949	-0.30618	-1.61943
2.66222	-0.17277	-0.75160
-0.06835	-0.00003	0.99906
-2.21924	-1.14151	-0.24713
-0.07364	-0.15941	0.99336
-0.08099	-0.10792	0.99619
-0.08780	-0.10112	0.99625
0.00783	0.06299	0.99919
